opportunity_id,account_name,contact_email,owner_id,stage,amount,close_date,created_date,source,amount_parsed,close_date_parsed,created_date_parsed,stage_standardized,email_valid
OP-03789,BluePeak Logistics,maya.patel@gmail.com,U-1004,CLOSED WON,,2025-01-15,2024-07-16,Web Form,,2025-01-15,2024-07-16,Closed Won,True
OP-D0011,Yellowpine Lumber,ella.lee@company.com,U-1011,Closed Won,97140.21,2024-05-29,2024-02-02,Bulk Import,97140.21,2024-05-29,2024-02-02,Closed Won,True
OP-02396,Meridian Freight,dev.lee@example.org,U-1005,Proposal Sent,74384.05,2024-08-21,2024-01-22,Partner Referral,74384.05,2024-08-21,2024-01-22,Proposal,True
OP-01301,Juniper Retail,chris.nguyen@example.org,U-1020,qualification,160956.50,2024-07-17,2024-04-15,Partner Referral,160956.5,2024-07-17,2024-04-15,Qualification,True
OP-03984,Larkspur Labs,ethan.brown@company.com,U-1020,,"148,086.61 $",2025-05-24,2024-11-15,Bulk Import,148086.61,2025-05-24,2024-11-15,,True
OP-02416,Larkspur Labs,owen.taylor@example.org,U-1026,proposal,204915.32,2025-02-08,2024-10-15,Outbound SDR,204915.32,2025-02-08,2024-10-15,Proposal,True
OP-01599,Tidewater Marine,ava.patel@yahoo.com,U-1016,Proposal Sent,"$4,294",2025-09-07,2025-01-29,Web Form,4294.0,2025-09-07,2025-01-29,Proposal,True
OP-02521,Silverline SaaS,chris.smith@example.org,U-1013,Quote Sent,98987.91,2024-12-25,2024-07-03,Inbound Call,98987.91,2024-12-25,2024-07-03,Proposal,True
OP-01455,Juniper Retail,priya.thomas@yahoo.com,U-1012,CLOSED WON,77006.69,2027-03-21,2026-08-05,Web Form,77006.69,2027-03-21,2026-08-05,Closed Won,True
OP-00646,Redwood Outdoors,noah.miller@yahoo.com,U-1010,Proposal,26051.00,2024-08-25,2024-05-14,Trade Show,26051.0,2024-08-25,2024-05-14,Proposal,True
OP-00287,BluePeak Logistics,chris.anderson@example.org,U-1030,Qualifcation,"$224,587.38",2024-10-25,2024-04-05,Inbound Call,224587.38,2024-10-25,2024-04-05,Qualification,True
OP-01856,Zephyr Airlines,maya.nguyen@example.org,U-1020,Qualified,176678.65,2025-04-22,2024-12-20,Bulk Import,176678.65,2025-04-22,2024-12-20,Qualification,True
OP-02689,Juniper Retail,nina.garcia@gmail.com,U-1036,Qualified,178647.17,2024-09-12,2024-07-19,Trade Show,178647.17,2024-09-12,2024-07-19,Qualification,True
OP-00809,BluePeak Logistics,priya.moore@outlook.com,U-1000,New Lead,124848.70,2026-08-05,2026-06-24,Trade Show,124848.7,2026-08-05,2026-06-24,Prospecting,True
OP-00525,Granite Ridge Co,ethan.johnson@outlook.com,U-1025,ClosedWon,106884.25,2024-04-26,2024-02-25,Web Form,106884.25,2024-04-26,2024-02-25,Closed Won,True
OP-01761,Silverline SaaS,ella.taylor@yahoo.com,U-1038,New Lead,237788.72,2025-09-20,2025-09-10,Web Form,237788.72,2025-09-20,2025-09-10,Prospecting,True
OP-04603,,chris.taylor@outlook.com,U-1037,Closed-Won,158801.97,2024-12-29,2024-09-10,Outbound SDR,158801.97,2024-12-29,2024-09-10,Closed Won,True
OP-02846,Meridian Freight,maya.nguyen@outlook.com,U-1006,closed won,112369.76,2026-04-09,2025-08-12,Partner Referral,112369.76,2026-04-09,2025-08-12,Closed Won,True
OP-01062,Harborline Bank,ben.moore@outlook.com,U-1039,Won,178026.52,2026-11-15,2026-06-26,Inbound Call,178026.52,2026-11-15,2026-06-26,Closed Won,True
OP-03176,Harborline Bank,lena.moore@example.org,U-1020,Prospecting,127916.54,2026-07-20,2026-01-08,Trade Show,127916.54,2026-07-20,2026-01-08,Prospecting,True
OP-03762,Granite Ridge Co,lena.lee@gmail.com,U-1033,Qualification,161162.18,2024-06-28,2024-06-09,Partner Referral,161162.18,2024-06-28,2024-06-09,Qualification,True
OP-02829,Harborline Bank,zoe.thomas@outlook.com,U-1014,PROSPECTING,"$227,983.12",2024-07-13,2024-05-19,Trade Show,227983.12,2024-07-13,2024-05-19,Prospecting,True
OP-01564,Zephyr Airlines,priya.moore@gmail.com,U-1029,Proposal Sent,135099.40,2025-03-25,2024-09-22,Inbound Call,135099.4,2025-03-25,2024-09-22,Proposal,True
OP-04690,DeltaWave Media,zoe.anderson@company.com,U-1008,qualification,233093.83,2024-08-31,2024-08-05,Bulk Import,233093.83,2024-08-31,2024-08-05,Qualification,True
OP-04438,Harborline Bank,kara.garcia@yahoo.com,U-1018,Closed Won,46509.04,2026-12-06,2026-07-18,Outbound SDR,46509.04,2026-12-06,2026-07-18,Closed Won,True
OP-02765,Juniper Retail,noah.kim@outlook.com,U-1032,Qualification,248265.16,2026-01-05,2025-10-08,Trade Show,248265.16,2026-01-05,2025-10-08,Qualification,True
OP-01194,Vertex Capital,liam.patel@example.org,U-1004,proposal,207452.08,2026-01-06,2025-10-14,Bulk Import,207452.08,2026-01-06,2025-10-14,Proposal,True
OP-01595,Juniper Retail,dev.lee@@gmail.com,U-1034,Prospecting,119040.19,2025-10-15,2025-07-11,Outbound SDR,119040.19,2025-10-15,2025-07-11,Prospecting,False
OP-00387,Northgate Auto,kara.johnson@example.org,U-0000,Discovery,203580.54,2025-03-29,2025-02-26,Inbound Call,203580.54,2025-03-29,2025-02-26,Qualification,True
OP-01700,ForgePoint Systems,lena.taylor@yahoo.com,U-1028,Qualified,"$200,013.95",2026-01-11,2025-09-22,Inbound Call,200013.95,2026-01-11,2025-09-22,Qualification,True
OP-02573,Tidewater Marine,nina.lee,U-1003,Closed Lost,49548.64,2026-08-06,2026-01-02,Partner Referral,49548.64,2026-08-06,2026-01-02,Closed Lost,False
OP-03499,Ironclad Security,sofia.patel@example.org,U-1037,New Lead,"$61,438",2024-11-10,2024-07-04,Partner Referral,61438.0,2024-11-10,2024-07-04,Prospecting,True
OP-03951,Willow Creek Farms,ava.taylor@outlook.com,U-1030,,37969.40,2025-06-08,2025-05-27,Trade Show,37969.4,2025-06-08,2025-05-27,,True
OP-D0032,ForgePoint Systems,owen.wilson@yahoo.com,U-1035,qualification,10593.06,2024-12-25,2024-10-08,Outbound SDR,10593.06,2024-12-25,2024-10-08,Qualification,True
OP-01953,Xenon Robotics,liam.thomas@example.org,U-1008,Qualification,30164.51,2025-08-11,2025-05-19,Outbound SDR,30164.51,2025-08-11,2025-05-19,Qualification,True
OP-01989,Tidewater Marine,ava.patel@gmail.com,U-1009,prospecting,181308.01,2025-02-08,2024-10-18,Web Form,181308.01,2025-02-08,2024-10-18,Prospecting,True
OP-00122,Acme Industrial,chris.tayloroutlook.com,U-1033,Negotiation,"244,414.88 $",2024-06-08,2024-01-18,Inbound Call,244414.88,2024-06-08,2024-01-18,Proposal,False
OP-00847,Silverline SaaS,priya.nguyen@company.com,U-1039,Prospecting,157004.19,2025-07-31,2025-01-19,Bulk Import,157004.19,2025-07-31,2025-01-19,Prospecting,True
OP-02869,BluePeak Logistics,ben.davis@yahoo.com,U-1032,New Lead,146585.97,2024-09-25,2024-05-26,Trade Show,146585.97,2024-09-25,2024-05-26,Prospecting,True
OP-00904,Redwood Outdoors,owen.taylor@example.org,U-1034,closed won,164023.28,2024-08-02,2024-05-27,Inbound Call,164023.28,2024-08-02,2024-05-27,Closed Won,True
OP-01001,BluePeak Logistics,ella.kim@yahoo.com,U-1037,proposal,22859.94,2025-04-03,2025-01-27,Partner Referral,22859.94,2025-04-03,2025-01-27,Proposal,True
OP-03221,Willow Creek Farms,,U-1030,Proposal,98440.50,2024-03-26,2024-03-15,Outbound SDR,98440.5,2024-03-26,2024-03-15,Proposal,
OP-00698,Tidewater Marine,ben.garcia@yahoo.com,U-8888,qualification,"$111,748.94",2025-09-03,2025-08-06,Trade Show,111748.94,2025-09-03,2025-08-06,Qualification,True
OP-00814,Copperline Foods,lena.garcia@yahoo.com,U-1026,Prospect,7131.34,2025-05-23,2024-12-02,Inbound Call,7131.34,2025-05-23,2024-12-02,Prospecting,True
OP-02271,DeltaWave Media,sofia.davis@gmail.com,U-1027,PROSPECTING,154681.19,2024-12-03,2024-07-27,Outbound SDR,154681.19,2024-12-03,2024-07-27,Prospecting,True
OP-02445,ForgePoint Systems,chris.brown@gmail.com,U-1012,Closed Won,"81,586.42 $",2026-01-25,2025-07-14,Web Form,81586.42,2026-01-25,2025-07-14,Closed Won,True
OP-04338,Quartzline Telecom,aisha.lee@gmail.com,U-1038,New Lead,,2026-09-24,2026-08-23,Bulk Import,,2026-09-24,2026-08-23,Prospecting,True
OP-04005,Silverline SaaS,priya.kim@example.org,U-1015,New Lead,162254.80,2025-02-02,2024-08-25,Partner Referral,162254.8,2025-02-02,2024-08-25,Prospecting,True
OP-04573,Vertex Capital,nina.brown@outlook.com,U-1039,New Lead,"$37,988.55",2026-01-03,2025-07-26,Trade Show,37988.55,2026-01-03,2025-07-26,Prospecting,True
OP-01832,Quartzline Telecom,kara.nguyen@yahoo.com,U-1007,prospecting,102001.28,2024-06-11,2024-05-06,Outbound SDR,102001.28,2024-06-11,2024-05-06,Prospecting,True
OP-02482,BluePeak Logistics,tom.brown,U-1013,Proposal,240648.17,2024-09-30,2024-05-12,Inbound Call,240648.17,2024-09-30,2024-05-12,Proposal,False
OP-02489,Xenon Robotics,tom.anderson@outlook.com,U-1010,,233461.44,2024-07-30,2024-02-09,Partner Referral,233461.44,2024-07-30,2024-02-09,,True
OP-02163,DeltaWave Media,owen.garcia@company.com,U-1028,Prospect,118525.84,2026-08-15,2026-01-20,Trade Show,118525.84,2026-08-15,2026-01-20,Prospecting,True
OP-03517,Redwood Outdoors,maya.anderson@example.org,U-1025,Prospecting,243893.38,2025-03-20,2024-09-18,Bulk Import,243893.38,2025-03-20,2024-09-18,Prospecting,True
OP-00846,Harborline Bank,aisha.garcia@company.com,U-1007,Proposal,"$91,643.75",2025-04-26,2025-01-21,Inbound Call,91643.75,2025-04-26,2025-01-21,Proposal,True
OP-02564,Meridian Freight,ava.smith@yahoo.com,U-1017,Closed Lost,78968.88,2025-06-24,2025-06-09,Outbound SDR,78968.88,2025-06-24,2025-06-09,Closed Lost,True
OP-D0260,Acme Industrial,sofia.miller@yahoo.com,U-1022,PROSPECTING,126599.96,,2025-08-24,Outbound SDR,126599.96,,2025-08-24,Prospecting,True
OP-00441,Willow Creek Farms,aisha.moore@company.com,U-1000,New Lead,234910.26,2026-03-19,2025-11-11,Inbound Call,234910.26,2026-03-19,2025-11-11,Prospecting,True
OP-03017,Harborline Bank,not-an-email,U-1009,Negotiation,178698.18,,2024-02-27,Trade Show,178698.18,,2024-02-27,Proposal,False
OP-01229,,not-an-email,U-1034,Discovery,95229.88,,2024-07-03,Partner Referral,95229.88,,2024-07-03,Qualification,False
OP-04665,Umbra Defense,aisha.brown@example.org,U-1004,Closed Won,33276.93,2027-02-05,2026-08-27,Trade Show,33276.93,2027-02-05,2026-08-27,Closed Won,True
OP-00635,Umbra Defense,sofia.brown@outlook.com,U-1018,,"$54,386",2024-10-04,2024-08-23,Partner Referral,54386.0,2024-10-04,2024-08-23,,True
OP-02671,Tidewater Marine,noah.kim@company.com,U-1016,Discovery,"$177,700.67",2026-10-07,2026-02-20,Bulk Import,177700.67,2026-10-07,2026-02-20,Qualification,True
OP-02648,Onyx Pharma,maya.thomas@gmail.com,U-1012,Qualifcation,106925.07,2026-05-04,2025-09-14,Partner Referral,106925.07,2026-05-04,2025-09-14,Qualification,True
OP-04547,Redwood Outdoors,,U-1024,Qualified,95685.25,2025-11-14,2025-05-25,Trade Show,95685.25,2025-11-14,2025-05-25,Qualification,
OP-03427,Ironclad Security,chris.lee@example.org,U-1012,Qualifcation,"$240,871",2026-02-14,2025-07-05,Trade Show,240871.0,2026-02-14,2025-07-05,Qualification,True
OP-01496,Onyx Pharma,owen.brown@company.com,U-1014,Qualified,"$159,543",2027-03-04,2026-07-21,Partner Referral,159543.0,2027-03-04,2026-07-21,Qualification,True
OP-01318,Juniper Retail,,U-1002,Closed Lost,210030.39,2026-11-19,2026-05-29,Trade Show,210030.39,2026-11-19,2026-05-29,Closed Lost,
OP-04356,Willow Creek Farms,ben.wilson@example.org,U-1003,Closed-Lost,42695.86,2026-02-13,2025-08-22,Bulk Import,42695.86,2026-02-13,2025-08-22,Closed Lost,True
OP-01026,Meridian Freight,,U-1038,Lost,55473.62,2024-07-07,2024-02-07,Inbound Call,55473.62,2024-07-07,2024-02-07,Closed Lost,
OP-02028,Silverline SaaS,ava.miller@yahoo.com,U-1036,PROSPECTING,151088.60,2025-11-19,2025-11-02,Partner Referral,151088.6,2025-11-19,2025-11-02,Prospecting,True
OP-02913,Larkspur Labs,lena.taylor@yahoo.com,U-1039,Qualification,156000.79,2025-10-17,2025-07-15,Outbound SDR,156000.79,2025-10-17,2025-07-15,Qualification,True
OP-04506,Keystone Energy,liam.garcia@gmail.com,U-1039,Proposal Sent,228888.89,2025-10-07,2025-04-25,Web Form,228888.89,2025-10-07,2025-04-25,Proposal,True
OP-02399,Xenon Robotics,ethan.garcia@example.org,U-1001,Closed-Lost,"$216,911.55",2025-03-12,2025-02-03,Bulk Import,216911.55,2025-03-12,2025-02-03,Closed Lost,True
OP-00021,Ironclad Security,dev.davis@gmail.com,U-1036,,182679.18,2024-03-14,2024-02-09,Inbound Call,182679.18,2024-03-14,2024-02-09,,True
OP-01956,ForgePoint Systems,ella.lee@example.org,U-1027,Qualification,"$27,175.46",2026-10-13,2026-06-30,Outbound SDR,27175.46,2026-10-13,2026-06-30,Qualification,True
OP-01868,Umbra Defense,ava.lee@example.org,U-1019,qualification,71576.24,2026-08-21,2026-01-24,Trade Show,71576.24,2026-08-21,2026-01-24,Qualification,True
OP-04069,Umbra Defense,sofia.brown@gmail.com,U-1018,Prospect,117618.12,2026-01-01,2025-06-10,Inbound Call,117618.12,2026-01-01,2025-06-10,Prospecting,True
OP-00049,Meridian Freight,sofia.wilson@company.com,U-1002,ClosedWon,215116.86,2025-11-23,2025-10-27,Bulk Import,215116.86,2025-11-23,2025-10-27,Closed Won,True
OP-00600,Zephyr Airlines,sofia.patel@company.com,U-1032,ClosedWon,20438.88,2024-10-04,2024-03-21,Trade Show,20438.88,2024-10-04,2024-03-21,Closed Won,True
OP-04513,ForgePoint Systems,maya.moore@company.com,U-1006,PROSPECTING,243878.12,2026-09-01,2026-02-08,Outbound SDR,243878.12,2026-09-01,2026-02-08,Prospecting,True
OP-D0039,Ironclad Security,ella.anderson@yahoo.com,U-1015,ClosedLost,231183.54,,2025-01-28,Inbound Call,231183.54,,2025-01-28,Closed Lost,True
OP-00059,Yellowpine Lumber,dev.smith@yahoo.com,U-1009,proposal,83482.77,2025-09-19,2025-07-21,Inbound Call,83482.77,2025-09-19,2025-07-21,Proposal,True
OP-04384,Larkspur Labs,priya.johnson@yahoo.com,U-1035,Discovery,,2026-04-23,2025-11-07,Outbound SDR,,2026-04-23,2025-11-07,Qualification,True
OP-02839,Redwood Outdoors,noah.davis@gmail.com,U-1003,Qualification,189635.30,2025-04-06,2025-03-19,Trade Show,189635.3,2025-04-06,2025-03-19,Qualification,True
OP-01783,Copperline Foods,ben.garcia@gmail.com,U-1024,PROSPECTING,"$33,749.67",2025-10-23,2025-07-25,Bulk Import,33749.67,2025-10-23,2025-07-25,Prospecting,True
OP-D0043,Granite Ridge Co,liam.thomas@yahoo.com,U-1017,Proposal,170852.32,2025-08-15,2024-12-22,Bulk Import,170852.32,2025-08-15,2024-12-22,Proposal,True
OP-01377,ForgePoint Systems,marcusmiller@example.org,U-1036,Negotiation,241929.08,2026-01-04,2025-07-17,Bulk Import,241929.08,2026-01-04,2025-07-17,Proposal,True
OP-02279,Juniper Retail,priya.johnson@gmail.com,U-1033,Quote Sent,248364.17,2024-10-07,2024-04-13,Inbound Call,248364.17,2024-10-07,2024-04-13,Proposal,True
OP-00032,Willow Creek Farms,noah.taylor@example.org,U-1022,PROSPECTING,212872.72,2026-10-14,2026-04-30,Bulk Import,212872.72,2026-10-14,2026-04-30,Prospecting,True
OP-01051,Granite Ridge Co,priya.patel@yahoo.com,U-1001,Proposal,173704.31,2026-09-13,2026-07-19,Partner Referral,173704.31,2026-09-13,2026-07-19,Proposal,True
OP-D0282,Redwood Outdoors,nina.miller@yahoo.com,U-1013,Quote Sent,"$221,022",2025-05-17,2025-05-02,Bulk Import,221022.0,2025-05-17,2025-05-02,Proposal,True
OP-03378,Redwood Outdoors,sofia.patel@example.org,U-1028,closed lost,35741.05,2026-07-05,2026-04-08,Inbound Call,35741.05,2026-07-05,2026-04-08,Closed Lost,True
OP-00718,ForgePoint Systems,owen.miller@example.org,U-1010,Qualified,"$8,277",2025-11-29,2025-10-04,Inbound Call,8277.0,2025-11-29,2025-10-04,Qualification,True
OP-00114,BluePeak Logistics,liam.garcia@example.org,U-1014,Prospect,60116.14,2025-03-22,2024-09-07,Trade Show,60116.14,2025-03-22,2024-09-07,Prospecting,True
OP-01603,Copperline Foods,ethan.lee@company.com,U-1035,closed won,,2024-07-28,2024-04-28,Bulk Import,,2024-07-28,2024-04-28,Closed Won,True
OP-04679,Quartzline Telecom,raj.johnson@example.org,U-1033,PROSPECTING,218910.76,,2025-03-15,Bulk Import,218910.76,,2025-03-15,Prospecting,True
OP-02141,DeltaWave Media,nina.garcia@yahoo.com,U-1020,qualification,"$146,845",2024-07-12,2024-03-10,Bulk Import,146845.0,2024-07-12,2024-03-10,Qualification,True
OP-03117,ForgePoint Systems,owen.lee@outlook.com,U-1016,closed won,249389.39,2025-04-04,2024-12-05,Bulk Import,249389.39,2025-04-04,2024-12-05,Closed Won,True
OP-03501,Everline Health,marcus.davis@gmail.com,U-1016,qualification,"$236,199",2025-10-11,2025-08-22,Partner Referral,236199.0,2025-10-11,2025-08-22,Qualification,True
OP-02239,Harborline Bank,ethan.anderson@company.com,U-1008,Qualifcation,15320.28,2025-04-25,2024-11-09,Trade Show,15320.28,2025-04-25,2024-11-09,Qualification,True
OP-00815,Redwood Outdoors,ava.nguyen@gmail.com,U-1017,prospecting,218558.85,2025-11-09,2025-10-16,Inbound Call,218558.85,2025-11-09,2025-10-16,Prospecting,True
OP-00683,Xenon Robotics,lena.kim@company.com,U-1029,closed won,85639.14,2025-04-05,2024-10-13,Trade Show,85639.14,2025-04-05,2024-10-13,Closed Won,True
OP-01103,Onyx Pharma,chris.taylor@example.org,U-1007,Qualified,"$67,938.75",2024-12-28,2024-05-19,Web Form,67938.75,2024-12-28,2024-05-19,Qualification,True
OP-00314,Tidewater Marine,noah.johnson@example.org,U-1036,Won,160244.56,2026-06-26,2025-11-03,Inbound Call,160244.56,2026-06-26,2025-11-03,Closed Won,True
OP-00423,Copperline Foods,nina.smith@yahoo.com,U-1027,Qualification,196096.27,2024-03-18,2024-03-03,Web Form,196096.27,2024-03-18,2024-03-03,Qualification,True
OP-02336,Redwood Outdoors,maya.brown@company.com,U-1001,Quote Sent,37614.15,2024-12-20,2024-05-16,Web Form,37614.15,2024-12-20,2024-05-16,Proposal,True
OP-02886,BluePeak Logistics,sofia.brown@outlook.com,U-1034,CLOSED WON,85785.55,2025-01-21,2025-01-05,Web Form,85785.55,2025-01-21,2025-01-05,Closed Won,True
OP-D0132,Larkspur Labs,ben.patel@outlook.com,U-1001,Qualified,27810.09,2025-07-30,2025-02-06,Web Form,27810.09,2025-07-30,2025-02-06,Qualification,True
OP-01369,Acme Industrial,ava.kim@gmail.com,U-1035,Proposal,"$77,440.16",2025-10-28,2025-07-13,Partner Referral,77440.16,2025-10-28,2025-07-13,Proposal,True
OP-02356,Larkspur Labs,ethan.smith@gmail.com,U-1038,Proposal Sent,98350.50,2025-12-14,2025-06-07,Web Form,98350.5,2025-12-14,2025-06-07,Proposal,True
OP-01768,BluePeak Logistics,tom.garcia@example.org,U-1035,Prospecting,194113.89,2026-06-23,2026-01-04,Trade Show,194113.89,2026-06-23,2026-01-04,Prospecting,True
OP-02527,Granite Ridge Co,tom.patel@outlook.com,U-1008,Qualification,222374.27,,2026-03-01,Outbound SDR,222374.27,,2026-03-01,Qualification,True
OP-00091,Silverline SaaS,noah.davis@outlook.com,U-1010,Lost,"$126,710.22",2025-01-24,2024-07-05,Partner Referral,126710.22,2025-01-24,2024-07-05,Closed Lost,True
OP-04357,Quartzline Telecom,noah.miller@yahoo.com,U-1039,qualification,39744.33,2025-11-20,2025-09-12,Partner Referral,39744.33,2025-11-20,2025-09-12,Qualification,True
OP-04212,Onyx Pharma,priya.patel@yahoo.com,U-1001,PROSPECTING,47149.43,2025-09-18,2025-01-28,Trade Show,47149.43,2025-09-18,2025-01-28,Prospecting,True
OP-04673,,kara.nguyen@outlook.com,U-1035,Prospect,"75,655.55 $",2026-09-15,2026-01-25,Partner Referral,75655.55,2026-09-15,2026-01-25,Prospecting,True
OP-00563,Silverline SaaS,liam.taylor@company.com,U-1000,New Lead,225178.28,2025-09-18,2025-06-08,Outbound SDR,225178.28,2025-09-18,2025-06-08,Prospecting,True
OP-02094,DeltaWave Media,marcus.nguyen@example.org,U-1025,Discovery,156658.18,2024-08-16,2024-08-04,Partner Referral,156658.18,2024-08-16,2024-08-04,Qualification,True
OP-02197,Umbra Defense,dev.smith@example.org,U-1003,Qualified,"129,174.29 $",2026-11-24,2026-04-29,Outbound SDR,129174.29,2026-11-24,2026-04-29,Qualification,True
OP-01289,Copperline Foods,maya.johnson@yahoo.com,U-1037,Discovery,207705.74,2025-07-18,2025-01-17,Outbound SDR,207705.74,2025-07-18,2025-01-17,Qualification,True
OP-02524,Tidewater Marine,noah.moore@yahoo.com,U-1034,Discovery,"$31,177.38",2024-06-11,2024-02-13,Inbound Call,31177.38,2024-06-11,2024-02-13,Qualification,True
OP-01739,Granite Ridge Co,sofia.moore,U-1038,Qualified,208123.30,2025-01-28,2027-04-03,Outbound SDR,208123.3,2025-01-28,2027-04-03,Qualification,False
OP-01442,Tidewater Marine,raj.garcia@company.com,U-1033,PROSPECTING,,2025-12-25,2025-10-26,Outbound SDR,,2025-12-25,2025-10-26,Prospecting,True
OP-03881,Larkspur Labs,,inactive_user,proposal,104301.10,2026-03-29,2025-11-27,Trade Show,104301.1,2026-03-29,2025-11-27,Proposal,
OP-04176,Yellowpine Lumber,noah.smith@outlook.com,U-1004,,"$74,269",2025-07-27,2024-11-29,Inbound Call,74269.0,2025-07-27,2024-11-29,,True
OP-02777,Pinnacle Travel,aisha.wilson@company.com,U-1029,PROSPECTING,80399.09,2024-04-03,2024-03-12,Trade Show,80399.09,2024-04-03,2024-03-12,Prospecting,True
OP-02136,Vertex Capital,liam.taylor@company.com,U-1012,qualification,48734.07,2026-09-13,2026-01-27,Partner Referral,48734.07,2026-09-13,2026-01-27,Qualification,True
OP-02477,Silverline SaaS,aisha.wilson@company.com,U-1024,Qualification,98958.66,2025-02-11,2024-08-05,Partner Referral,98958.66,2025-02-11,2024-08-05,Qualification,True
OP-00088,Redwood Outdoors,marcus.moore@company.com,U-1008,ClosedWon,112675.73,2024-07-13,2024-04-30,Web Form,112675.73,2024-07-13,2024-04-30,Closed Won,True
OP-02398,Meridian Freight,aisha.davis@gmail.com,U-1018,Prospecting,129445.59,,2025-01-21,Trade Show,129445.59,,2025-01-21,Prospecting,True
OP-01310,BluePeak Logistics,noah.anderson@outlook.com,U-1021,Won,11809.76,2026-03-01,2026-02-04,Partner Referral,11809.76,2026-03-01,2026-02-04,Closed Won,True
OP-02990,Everline Health,zoe.taylor@yahoo.com,U-1026,Qualification,17152.41,2025-01-10,2024-09-26,Partner Referral,17152.41,2025-01-10,2024-09-26,Qualification,True
OP-00333,BluePeak Logistics,dev.smith@yahoo.com,U-1035,Proposal,"$29,519.70",2026-02-05,2025-06-11,Trade Show,29519.7,2026-02-05,2025-06-11,Proposal,True
OP-04257,Yellowpine Lumber,,U-1032,Qualifcation,202763.65,2027-01-22,2026-07-30,Bulk Import,202763.65,2027-01-22,2026-07-30,Qualification,
OP-01140,Yellowpine Lumber,liam.moore@example.org,U-1037,closed lost,171568.24,2025-09-22,2025-02-01,Trade Show,171568.24,2025-09-22,2025-02-01,Closed Lost,True
OP-03947,Keystone Energy,tom.davis@outlook.com,U-1019,Quote Sent,81902.66,2025-05-08,2024-09-27,Web Form,81902.66,2025-05-08,2024-09-27,Proposal,True
OP-02566,DeltaWave Media,,U-1031,Won,200232.62,2025-12-15,2025-09-02,Trade Show,200232.62,2025-12-15,2025-09-02,Closed Won,
OP-01034,Acme Industrial,kara.kim@example.org,U-1038,Negotiation,44491.66,2026-01-09,2025-06-22,Trade Show,44491.66,2026-01-09,2025-06-22,Proposal,True
OP-04078,Quartzline Telecom,zoe.kim@company.com,U-1006,Proposal,111482.10,2026-05-24,2026-03-13,Outbound SDR,111482.1,2026-05-24,2026-03-13,Proposal,True
OP-00558,Tidewater Marine,marcus.johnson@gmail.com,U-1009,Won,242101.95,2024-08-30,2024-05-05,Outbound SDR,242101.95,2024-08-30,2024-05-05,Closed Won,True
OP-02548,Acme Industrial,dev.garcia@company.com,U-1015,Quote Sent,97502.37,2024-08-07,2024-03-10,Bulk Import,97502.37,2024-08-07,2024-03-10,Proposal,True
OP-03375,BluePeak Logistics,ethan.kim@gmail.com,U-1032,,191388.95,2026-02-13,2025-12-27,Inbound Call,191388.95,2026-02-13,2025-12-27,,True
OP-01894,Pinnacle Travel,lena.moore@example.org,U-1036,PROSPECTING,"50,040.09 $",2025-10-13,2025-03-27,Trade Show,50040.09,2025-10-13,2025-03-27,Prospecting,True
OP-00750,Harborline Bank,ella.smith@example.org,U-1031,Closed-Lost,"$126,145",2026-04-22,2026-11-11,Web Form,126145.0,2026-04-22,2026-11-11,Closed Lost,True
OP-00856,Acme Industrial,zoe.anderson@example.org,U-1000,Proposal Sent,195100.99,2026-04-24,2026-04-10,Inbound Call,195100.99,2026-04-24,2026-04-10,Proposal,True
OP-04090,DeltaWave Media,noah.moore@outlook.com,U-1039,Prospecting,"$206,706.06",2024-09-04,2024-07-01,Inbound Call,206706.06,2024-09-04,2024-07-01,Prospecting,True
OP-02836,Redwood Outdoors,ethan.thomas@gmail.com,U-1025,Qualifcation,"$54,708",2025-08-15,2025-01-12,Partner Referral,54708.0,2025-08-15,2025-01-12,Qualification,True
OP-01282,Xenon Robotics,owen.nguyen@gmail.com,U-1027,,134931.61,2024-10-16,2024-05-11,Trade Show,134931.61,2024-10-16,2024-05-11,,True
OP-01520,Vertex Capital,owen.patel@yahoo.com,U-1025,prospecting,55487.43,2027-03-15,2026-08-22,Trade Show,55487.43,2027-03-15,2026-08-22,Prospecting,True
OP-03919,Granite Ridge Co,sofia.kim@company.com,U-1029,proposal,61443.97,,2025-07-19,Trade Show,61443.97,,2025-07-19,Proposal,True
OP-04324,Keystone Energy,raj.patel@gmail.com,U-1034,Qualifcation,83857.87,2025-05-02,2024-10-30,Inbound Call,83857.87,2025-05-02,2024-10-30,Qualification,True
OP-00791,Meridian Freight,ella.davis@example.org,U-1033,Discovery,200111.84,2024-05-26,2024-05-19,Outbound SDR,200111.84,2024-05-26,2024-05-19,Qualification,True
OP-00981,ForgePoint Systems,kara.kim@gmail.com,U-0000,prospecting,"USD 47,195.74",2024-08-23,2024-01-01,Trade Show,47195.74,2024-08-23,2024-01-01,Prospecting,True
OP-01473,Vertex Capital,ben.wilson@outlook.com,U-1010,closed won,"$194,026.00",2024-11-06,2024-06-01,Bulk Import,194026.0,2024-11-06,2024-06-01,Closed Won,True
OP-03990,,owen.miller@example.org,U-1033,Prospect,159209.15,2026-05-12,2026-03-13,Web Form,159209.15,2026-05-12,2026-03-13,Prospecting,True
OP-00413,DeltaWave Media,maya.anderson@example.org,U-1009,proposal,77543.98,2025-03-30,2024-09-09,Partner Referral,77543.98,2025-03-30,2024-09-09,Proposal,True
